NEQ
1140031510
1140031965
1140032435
1140033078
1140035495
1140035669
1140035735
1140036733
1140036808
1140036840
1140037178
1140037640
1140037673
1140038051
1140038200
1140039042
1140039224
1140039414
1140039570
1140000069
1140000085
1140000382
1140000440
1140000564
1140000648
1140000671
1140000721
1140000812
1140000838
1140000879
1140000903
1140020752
1140025322
1140026056
1140026072
1140026114
1140026379
1140028540
1140029878
1140039786
1140040404
1140040412
1140040503
1140040818
1140041675
1140041691
1140041758
1140041808
1140041907
1140041949
1140042004
1140048449
1140048506
1140048746
1140048753
1140049124
1140049314
1140049801
1140049926
1140051393
1140051401
1140051450
1140051468
1140051500
1140051625
1140051641
1140051732
1140051823
1140051831
1140051989
1140052003
1140052045
1140052433
1140052755
1140052896
1140054678
1140054694
1140054736
1140054769
1140055139
1140055147
1140055220
1140050346
1140050478
1140050502
1140050510
1140050999
1140051047
1140051054
1140051161
1140051211
1140051310
1140042145
1140042533
1140043671
1140044489
1140044638
1140044661
1140044877
1140044943
1140045171
1140045304
1140045312
1140046104
1140046393
1140047573
1140047656
1140047672
1140047706
1140047953
1140048159
1140048407
1140060543
1140060568
1140060600
1140060618
1140060642
1140061061
1140061475
1140061533
1140061566
1140061764
1140061970
1140061988
1140062077
1140062184
1140063869
1140064057
1140064081
1140064305
1140064560
1140064982
1140064990
1140065104
1140065161
1140065310
1140065658
1140065773
1140065922
1140066193
1140066334
1140066888
1140067175
1140067266
1140067282
1140067324
1140067522
1140062457
1140062507
1140062622
1140062689
1140062721
1140062846
1140063000
1140063133
1140063182
1140063257
1140063422
1140063463
1140063513
1140055485
1140055766
1140055899
1140056343
1140056699
1140056798
1140056939
1140056962
1140057218
1140057390
1140057408
1140057481
1140057523
1140057622
1140057671
1140057820
1140058687
1140058703
1140058828
1140059016
1140059263
1140060329
1140067597
1140067621
1140067654
1140067761
1140068074
1140068678
1140068728
1140068777
1140068876
1140068959
1140069312
1140075046
1140075103
1140075160
1140075210
1140075483
1140075616
1140075665
1140075772
1140075947
1140076051
1140076192
1140076390
1140078347
1140078412
1140078479
1140078826
1140078867
1140078875
1140078958
1140079048
1140079204
1140079329
1140079337
1140079600
1140079642
1140079782
1140079972
1140080129
1140080269
1140080285
1140080343
1140080368
1140080400
1140080475
1140080491
1140080541
1140080558
1140080566
1140080582
1140080657
1140080681
1140080699
1140080723
1140080731
1140080764
1140080798
1140076762
1140077091
1140077109
1140077117
1140077265
1140077448
1140077497
1140077620
1140077646
1140078131
1140078255
1140069882
1140069908
1140070500
1140070625
1140070674
1140070682
1140070740
1140070773
1140070849
1140070914
1140070955
1140070989
1140071086
1140071516
1140071573
1140071755
1140071763
1140071813
1140071904
1140071912
1140072035
1140072084
1140072514
1140072647
1140072852
1140072878
1140073207
1140073306
1140073454
1140073603
1140073918
1140073926
1140074122
1140086035
1140086852
1140086910
1140087082
1140087637
1140087702
1140087710
1140087736
1140087835
1140087843
1140089260
1140089310
1140089393
1140089484
1140089526
1140090052
1140090425
1140090490
1140090573
1140090615
1140090714
1140090748
1140091142
1140091191
1140091449
1140091670
1140091704
1140091811
1140092082
1140092207
1140092264
1140092397
1140092454
1140092611
1140092991
1140093601
1140088205
1140088312
1140088320
1140088437
1140088502
1140088536
1140088569
1140088635
1140088973
1140088981
1140089153
1140080814
1140080848
1140080863
1140080871
1140080897
1140080921
1140081002
1140081051
1140081150
1140081234
1140081242
1140081259
1140081986
1140082117
1140082331
1140083370
1140083677
